2,1000,A:250;E:250;C:250;M:250
4,1000,A:250;E:250;C:250;M:250
6,786,A:196.56251989;E:196.56251989;C:196.56251989;M:196.31244034
7,999,A:620.64738806;E:22.36567164;C:50.94402985;M:305.04291045
8,995,A:522.16508439;C:0.52478903;M:472.31012658
12,580,A:141.77153921;E:162.8267183;C:162.8267183;M:112.5750242
14,718,A:177.77907461;E:214.89120467;C:214.89120467;M:110.43851605
15,1000,C:1000
16,568,C:568
17,469,C:469
18,609,C:609
22,521,C:521
23,287,C:287
24,484,C:484
25,557,C:557
