1,A:0.366;C:0.066;E:0.204;M:0.364
3,A:0.39;C:0.029;E:0.188;M:0.393
5,A:0.3;C:0.048;E:0.354;M:0.298
6,A:0.536;E:0.004;M:0.461
7,A:0.501;E:0.001;M:0.499
11,A:0.028;C:0.202;E:0.739;M:0.03
13,A:0.016;C:0.356;E:0.612;M:0.016
14,C:0.999;E:0.001
15,C:1.0
16,C:1.0
17,C:0.998;E:0.002
21,C:1.0
22,C:1.0
23,C:1.0
24,C:1.0
