1,0:0.25;1:0.25;2:0.25;3:0.25
3,0:0.25;1:0.25;2:0.25;3:0.25
5,0:0.25;1:0.25;2:0.25;3:0.25
6,0:0.383;1:0.117;2:0.117;3:0.383
7,0:0.5;3:0.5
11,0:0.25;1:0.25;2:0.25;3:0.25
13,0:0.248;1:0.252;2:0.252;3:0.248
14,1:0.894;2:0.053;3:0.053
15,1:0.939;2:0.041;3:0.02
16,1:1.0
17,1:0.927;2:0.073
21,1:1.0
22,1:1.0
23,1:1.0
24,1:1.0
