1,0:0.25;1:0.25;2:0.25;3:0.25
3,0:0.25;1:0.25;2:0.25;3:0.25
5,0:0.25;1:0.25;2:0.25;3:0.25
6,0:0.771;3:0.229
7,0:0.574;3:0.426
11,0:0.268;1:0.283;2:0.283;3:0.166
13,0:0.235;1:0.339;2:0.339;3:0.087
14,1:1.0
15,1:1.0
16,1:1.0
17,1:1.0
21,1:1.0
22,1:1.0
23,1:1.0
24,1:1.0
