Arnoseris_minima_E,E,2
Tolpis_azorica_A,A,0
Tolpis_barbata_E,E,2
Tolpis_coronopifolia_T,C,1
Tolpis_crassiuscula_T,C,1
Tolpis_farinulosa_C,C,1
Tolpis_glabrescens_T,C,1
Tolpis_laciniata_PH,C,1
Tolpis_lagopoda_TR,C,1
Tolpis_macrorhiza_M,M,3
Tolpis_santosii_P,C,1
Tolpis_spnov_G,C,1
Tolpis_succulenta_A,A,0
Tolpis_succulenta_M,M,3
Tolpis_virgata_E,E,2
Tolpis_webbii_T,C,1
