1,A:0.364;C:0.068;E:0.203;M:0.365
3,A:0.389;C:0.03;E:0.188;M:0.392
5,A:0.302;C:0.049;E:0.351;M:0.297
6,A:0.532;E:0.004;M:0.464
7,A:0.498;E:0.001;M:0.501
11,A:0.029;C:0.21;E:0.733;M:0.028
13,A:0.015;C:0.365;E:0.604;M:0.016
14,C:0.999;E:0.001
15,C:1.0
16,C:0.999;E:0.001
17,C:0.998;E:0.002
21,C:1.0
22,C:1.0
23,C:1.0
24,C:1.0
