1,E:0.218;C:0.782
3,E:0.554;C:0.446
4,E:0.5;C:0.167;M:0.333
6,A:0.861;E:0.04;C:0.089;M:0.01
8,A:0.782;E:0.05;C:0.109;M:0.059
11,E:0.515;C:0.485
12,E:0.857;C:0.143
15,C:1.0
17,C:1.0
19,C:1.0
21,C:1.0
22,C:1.0
24,C:1.0
25,C:1.0
26,C:1.0
